,Название товара в срм,id товара,Product-id,offer_article,offer_purchasePrice,product_category
3074,"SS: Мужские мокасины “Pekini” (Синие 24-24,5 см)",9002,ss-ss-0124-06,ss-ss-0124,5.01,ss
3075,"SS: Мужские мокасины “Pekini” (Синие 25-25,5 см)",9003,ss-ss-0124-07,ss-ss-0124,5.01,ss
3076,"SS: Мужские мокасины “Pekini” (Синие 26-26,5 см)",9004,ss-ss-0124-08,ss-ss-0124,5.01,ss
3077,SS: Мужские мокасины “Pekini” (Синие 27 см),9005,ss-ss-0124-09,ss-ss-0124,5.01,ss
3078,Складная подставка для телефона,9039,0501010001,,,timur
3079,Складная подставка для телефона (Золото),9040,,0501010001-1,,timur
3080,Складная подставка для телефона (Серебро),9041,,0501010001-2,,timur
3081,SS: Клей - заменитель гвоздей,9048,ss-il-0060-01,ss-il-0060,0.31,ss
3082,"SS: Женские Кожаные Мокасины ""Fiora"" (Уточнить размер и цвет)",9049,ss-ss-0125-01,ss-ss-0125,6.13,ss
3083,"SS: Женские Кожаные Мокасины ""Fiora"" (Черные 23,5 см)",9050,ss-ss-0125-02,ss-ss-0125,6.13,ss
3084,"SS: Женские Кожаные Мокасины ""Fiora"" (Черные 24,5 см)",9051,ss-ss-0125-03,ss-ss-0125,6.13,ss
3085,"SS: Женские Кожаные Мокасины ""Fiora"" (Черные 25,5 см)",9052,ss-ss-0125-04,ss-ss-0125,6.13,ss
3086,"SS: Женские Кожаные Мокасины ""Fiora"" (Черные 26,5 см)",9054,ss-ss-0125-05,ss-ss-0125,6.13,ss
3087,"SS: Женские Кожаные Мокасины ""Fiora"" (Белые 23,5 см)",9055,ss-ss-0125-06,ss-ss-0125,6.13,ss
3088,"SS: Женские Кожаные Мокасины ""Fiora"" (Белые 24,5 см)",9056,ss-ss-0125-07,ss-ss-0125,6.13,ss
3089,"SS: Женские Кожаные Мокасины ""Fiora"" (Белые 25,5 см)",9057,ss-ss-0125-08,ss-ss-0125,6.13,ss
3090,"SS: Женские Кожаные Мокасины ""Fiora"" (Белые 26,5 см)",9058,ss-ss-0125-09,ss-ss-0125,6.13,ss
3091,"SS: Женские Кожаные Мокасины ""Fiora"" (Синие 23,5 см)",9059,ss-ss-0125-10,ss-ss-0125,6.13,ss
3092,"SS: Женские Кожаные Мокасины ""Fiora"" (Синие 24,5 см)",9060,ss-ss-0125-11,ss-ss-0125,6.13,ss
3093,"SS: Женские Кожаные Мокасины ""Fiora"" (Синие 25,5 см)",9061,ss-ss-0125-12,ss-ss-0125,6.13,ss
3094,"SS: Женские Кожаные Мокасины ""Fiora"" (Синие 26,5 см)",9062,ss-ss-0125-13,ss-ss-0125,6.13,ss
3095,SS: Боди кружевное Molly (Уточнить размер и цвет),9063,ss-mb-0069-01,ss-mb-0069,3.39,ss
3096,SS: Боди кружевное Molly (Черный S),9064,ss-mb-0069-02,ss-mb-0069,3.39,ss
3097,SS: Боди кружевное Molly (Черный M),9065,ss-mb-0069-03,ss-mb-0069,3.39,ss
3098,SS: Боди кружевное Molly (Черный L),9066,ss-mb-0069-04,ss-mb-0069,3.39,ss
3099,SS: Боди кружевное Molly (Черный XL),9067,ss-mb-0069-05,ss-mb-0069,3.39,ss
3100,SS: Боди кружевное Molly (Черный 2XL),9068,ss-mb-0069-06,ss-mb-0069,3.39,ss
3101,SS: Боди кружевное Molly (Красный S),9069,ss-mb-0069-07,ss-mb-0069,3.39,ss
3102,SS: Боди кружевное Molly (Красный M),9070,ss-mb-0069-08,ss-mb-0069,3.39,ss
3103,SS: Боди кружевное Molly (Красный L),9071,ss-mb-0069-09,ss-mb-0069,3.39,ss
3104,SS: Боди кружевное Molly (Красный XL),9072,ss-mb-0069-10,ss-mb-0069,3.39,ss
3105,SS: Боди кружевное Molly (Красный 2XL),9073,ss-mb-0069-11,ss-mb-0069,3.39,ss
3106,Жен кроссы на плоской подошве (уточните цвет и размер),9109,0401001011_timuzb,,,timur
3107,Жен кроссы на плоской подошве (Белый 37),9110,0401001011-1_37_timuzb,,,timur
3108,Жен кроссы на плоской подошве (Белый 38),9111,0401001011-1_38_timuzb,,,timur
3109,Жен кроссы на плоской подошве (Белый 39),9112,0401001011-1_39_timuzb,,,timur
3110,Жен кроссы на плоской подошве (Белый 40),9113,0401001011-1_40_timuzb,,,timur
3111,Жен кроссы на плоской подошве (Белый 41),9114,0401001011-1_41_timuzb,,,timur
3112,Жен кроссы на плоской подошве (светло-серый 37),9115,0401001011-2_37_timuzb,,,timur
3113,Жен кроссы на плоской подошве (светло-серый 38),9116,0401001011-2_38_timuzb,,,timur
3114,Жен кроссы на плоской подошве (светло-серый 39),9117,0401001011-2_39_timuzb,,,timur
3115,Жен кроссы на плоской подошве (светло-серый 40),9118,0401001011-2_40_timuzb,,,timur
3116,Жен кроссы на плоской подошве (светло-серый 41),9119,0401001011-2_41_timuzb,,,timur
3117,Жен кроссы на плоской подошве (Черный 37),9120,0401001011-3_37_timuzb,,,timur
3118,Жен кроссы на плоской подошве (Черный 38),9121,0401001011-3_38_timuzb,,,timur
3119,Жен кроссы на плоской подошве (Черный 39),9122,0401001011-3_39_timuzb,,,timur
3120,Жен кроссы на плоской подошве (Черный 40),9123,0401001011-3_40_timuzb,,,timur
3121,Жен кроссы на плоской подошве (Черный 41),9124,0401001011-3_41_timuzb,,,timur
3122,Мужские кроссовки Can.Prto (уточните размер),9133,mugcross5_timuzb,mugcross5-timuzb,,timur
3123,Мужские кроссовки Can.Prto 40,9134,mugcross5_40_timuzb,mugcross5-timuzb,,timur
3124,Мужские кроссовки Can.Prto 41,9135,mugcross5_41_timuzb,mugcross5-timuzb,,timur
3125,Мужские кроссовки Can.Prto 42,9136,mugcross5_42_timuzb,mugcross5-timuzb,,timur
3126,Мужские кроссовки Can.Prto 43,9137,mugcross5_43_timuzb,mugcross5-timuzb,,timur
3127,Мужские кроссовки Can.Prto 44,9138,mugcross5_44_timuzb,mugcross5-timuzb,,timur
3128,Мужские кроссовки Can.Prto 45,9139,mugcross5_45_timuzb,mugcross5-timuzb,,timur
3129,Мужские кроссовки Can.Prto 46,9140,mugcross5_46_timuzb,mugcross5-timuzb,,timur
3130,Мужские кроссовки PureSole (уточните размер),9141,mugcross6_timuzb,mugcross6-timuzb,,timur
3131,Мужские кроссовки PureSole 40,9142,mugcross6_40_timuzb,mugcross6-timuzb,,timur
3132,Мужские кроссовки PureSole 41,9143,mugcross6_41_timuzb,mugcross6-timuzb,,timur
3133,Мужские кроссовки PureSole 42,9144,mugcross6_42_timuzb,mugcross6-timuzb,,timur
3134,Мужские кроссовки PureSole 43,9145,mugcross6_43_timuzb,mugcross6-timuzb,,timur
3135,Мужские кроссовки PureSole 44,9146,mugcross6_44_timuzb,mugcross6-timuzb,,timur
3136,Мужские кроссовки PureSole 45,9147,mugcross6_45_timuzb,mugcross6-timuzb,,timur
3137,Мужские кроссовки PureSole 46,9148,mugcross6_46_timuzb,mugcross6-timuzb,,timur
3138,Мужские туфли WanderFeet (уточните цвет и размер),9157,mugtuf2_timuzb,mugtuf2-timuzb,,timur
3139,Мужские туфли WanderFeet (Черный 42),9158,mugtuf2-1_42_timuzb,mugtuf2-timuzb,,timur
3140,Мужские туфли WanderFeet(Черный 43),9159,mugtuf2-1_43_timuzb,mugtuf2-timuzb,,timur
3141,Мужские туфли WanderFeet (Черный 44),9160,mugtuf2-1_44_timuzb,mugtuf2-timuzb,,timur
3142,Мужские туфли WanderFeet (Черный 45),9161,mugtuf2-1_45_timuzb,mugtuf2-timuzb,,timur
3143,Мужские туфли WanderFeet (Черный 46),9162,mugtuf2-1_46_timuzb,mugtuf2-timuzb,,timur
3144,Мужские туфли WanderFeet (Черный 47),9163,mugtuf2-1_47_timuzb,mugtuf2-timuzb,,timur
3145,Мужские туфли WanderFeet (Коричневый 42),9164,mugtuf2-2_42_timuzb,mugtuf2-timuzb,,timur
3146,Мужские туфли WanderFeet (Коричневый 43),9165,mugtuf2-2_43_timuzb,mugtuf2-timuzb,,timur
3147,Мужские туфли WanderFeet (Коричневый 44),9166,mugtuf2-2_44_timuzb,mugtuf2-timuzb,,timur
3148,Мужские туфли WanderFeet (Коричневый 45),9167,mugtuf2-2_45_timuzb,mugtuf2-timuzb,,timur
3149,Мужские туфли WanderFeet (Коричневый 46),9168,mugtuf2-2_46_timuzb,mugtuf2-timuzb,,timur
3150,Мужские туфли WanderFeet (Коричневый 47),9169,mugtuf2-2_47_timuzb,mugtuf2-timuzb,,timur
3151,SS: Женские туфли Belle (Уточнить размер и цвет),9178,ss-ss-0126-01,ss-ss-0126,6.6,ss
3152,SS: Женские туфли Belle (Синий 34-35),9179,ss-ss-0126-02,ss-ss-0126,6.6,ss
3153,SS: Женские туфли Belle (Синий 36-37),9180,ss-ss-0126-03,ss-ss-0126,6.6,ss
3154,SS: Женские туфли Belle (Синий 38-39),9181,ss-ss-0126-04,ss-ss-0126,6.6,ss
3155,SS: Женские туфли Belle (Синий 40-41),9182,ss-ss-0126-05,ss-ss-0126,6.6,ss
3156,SS: Женские туфли Belle (Синий 42-43),9183,ss-ss-0126-06,ss-ss-0126,6.6,ss
3157,SS: Женские туфли Belle (Белый 34-35),9184,ss-ss-0126-07,ss-ss-0126,6.6,ss
3158,SS: Женские туфли Belle (Белый 36-37),9185,ss-ss-0126-08,ss-ss-0126,6.6,ss
3159,SS: Женские туфли Belle (Белый 38-39),9186,ss-ss-0126-09,ss-ss-0126,6.6,ss
3160,SS: Женские туфли Belle (Белый 40-41),9187,ss-ss-0126-10,ss-ss-0126,6.6,ss
3161,SS: Женские туфли Belle (Белый 42-43),9188,ss-ss-0126-11,ss-ss-0126,6.6,ss
3162,SS: Бюстгальтер бесшовный Vivien (Уточнить размер),9189,ss-mb-0070-01,ss-mb-0070,3.75,ss
3163,SS: Бюстгальтер бесшовный Vivien (М),9190,ss-mb-0070-02,ss-mb-0070,3.75,ss
3164,SS: Бюстгальтер бесшовный Vivien (L),9191,ss-mb-0070-04,ss-mb-0070,3.75,ss
3165,SS: Бюстгальтер бесшовный Vivien (XL),9192,ss-mb-0070-05,ss-mb-0070,3.75,ss
3166,SS: Бюстгальтер бесшовный Vivien (2XL),9193,ss-mb-0070-06,ss-mb-0070,3.75,ss
3167,SS: Бюстгальтер бесшовный Vivien (3XL),9194,ss-mb-0070-07,ss-mb-0070,3.75,ss
3168,SS: Бюстгальтер бесшовный Vivien (4XL),9195,ss-mb-0070-08,ss-mb-0070,3.75,ss
3169,SS: Бюстгальтер бесшовный Vivien (5XL),9196,ss-mb-0070-09,ss-mb-0070,3.75,ss
3170,SS: Стринги бесшовные Casual (Уточнить размер),9200,ss-mb-0071-01,ss-mb-0071,2.58,ss
3171,SS: Стринги бесшовные Casual (M),9201,ss-mb-0071-02,ss-mb-0071,2.58,ss
3172,SS: Стринги бесшовные Casual (L),9202,ss-mb-0071-03,ss-mb-0071,2.58,ss
3173,SS: Стринги бесшовные Casual (XL),9203,ss-mb-0071-05,ss-mb-0071,2.58,ss
3174,SS: Стринги бесшовные Casual (2XL),9236,ss-mb-0071-06,ss-mb-0071,2.58,ss
3175,"SS: Барсетка мужская ""Кенгуру""",9204,ss-ss-0127-01,ss-ss-0127,1.34,ss
3176,3D Настенные часы Timeless Rhythm (Уточните цвет),9215,0805005002-1_timuzb,0805005002-1_timuzb,,timur
3177,3D Настенные часы Timeless Rhythm (Черный),9216,,0805005002-1_timuzb,,timur
3178,3D Настенные часы Timeless Rhythm (Серебро),9217,,0805005002-1_timuzb,,timur
3179,3D Настенные часы Timeless Rhythm (Золото),9218,,0805005002-1_timuzb,,timur
3180,3D Настенные часы Precise Moment (Уточните цвет),9219,0805005002-2_timuzb,0805005002-1_timuzb,,timur
3181,3D Настенные часы Precise Moment (Черный),9220,,0805005002-1_timuzb,,timur
3182,3D Настенные часы Precise Moment (Серебро),9221,,0805005002-1_timuzb,,timur
3183,3D Настенные часы Precise Moment (Золото),9222,,0805005002-1_timuzb,,timur
3184,3D Настенные часы Graceful Time (Уточните цвет),9223,0805005002-3_timuzb,0805005002-1_timuzb,,timur
3185,3D Настенные часы Graceful Time (Черный),9224,,0805005002-1_timuzb,,timur
3186,3D Настенные часы Graceful Time (Серебро),9225,,0805005002-1_timuzb,,timur
3187,3D Настенные часы Graceful Time (Золото),9226,,0805005002-1_timuzb,,timur
3188,3D Настенные часы EternaTime (Уточните цвет),9227,0805005002-4_timuzb,0805005002-1_timuzb,,timur
3189,3D Настенные часы Eterna Time (Черный),9228,,0805005002-1_timuzb,,timur
3190,3D Настенные часы Eterna Time (Серебро),9229,,0805005002-1_timuzb,,timur
3191,3D Настенные часы Eterna Time (Золото),9230,,0805005002-1_timuzb,,timur
3192,LED Косметичка,9245,0501011001,0501011001,,timur
3193,LED Косметичка (Белый),9246,,0501011001-1,,timur
3194,LED Косметичка (Розовый),9247,,0501011001-2,,timur
3195,RONYL-муж рубашки-поло,9249,0302006004,0302006004,,timur
3196,"RONYL-муж рубашки-поло (Черный, L)",9281,,0302006004-1_L,,timur
3197,"RONYL-муж рубашки-поло (Черный, XL)",9282,,0302006004-1_XL,,timur
3198,"RONYL-муж рубашки-поло (Черный, 2XL)",9283,,0302006004-1_2XL,,timur
3199,"RONYL-муж рубашки-поло (Черный, 3XL)",9284,,0302006004-1_3XL,,timur
3200,"RONYL-муж рубашки-поло (Черный, 4XL)",9285,,0302006004-1_4XL,,timur
3201,"RONYL-муж рубашки-поло (Бежевый, L)",9286,,0302006004-2_L,,timur
3202,"RONYL-муж рубашки-поло (Бежевый, XL)",9287,,0302006004-2_XL,,timur
3203,"RONYL-муж рубашки-поло (Бежевый, 2XL)",9288,,0302006004-2_2XL,,timur
3204,"RONYL-муж рубашки-поло (Бежевый, 3XL)",9289,,0302006004-2_3XL,,timur
3205,"RONYL-муж рубашки-поло (Бежевый, 4XL)",9290,,0302006004-2_4XL,,timur
3206,"RONYL-муж рубашки-поло (Зеленый, L)",9291,,0302006004-3_L,,timur
3207,"RONYL-муж рубашки-поло (Зеленый, XL)",9292,,0302006004-3_XL,,timur
3208,"RONYL-муж рубашки-поло (Зеленый, 2XL)",9293,,0302006004-3_2XL,,timur
3209,"RONYL-муж рубашки-поло (Зеленый, 3XL)",9294,,0302006004-3_3XL,,timur
3210,"RONYL-муж рубашки-поло (Зеленый, 4XL)",9295,,0302006004-3_4XL,,timur
3211,SS: Часы “Pamdora Golden Clock”,9255,ss-ss-0133-01,ss-ss-0133,3.87,ss
3212,SS: Pamdora 2 браслета,9256,ss-ss-0133-02,ss-ss-0133,1.17,ss
3213,SS: Мужской набор (Ремень+Очки+Портмоне+Браслет) (Уточнить цвет),9257,ss-ss-0129-01,ss-ss-0129,7.11,ss
3214,SS: Мужской набор (Ремень+Очки+Портмоне+Браслет) (Черный),9258,ss-ss-0129-02,ss-ss-0129,7.11,ss
3215,SS: Мужской набор (Ремень+Очки+Портмоне+Браслет) (Коричневый),9259,ss-ss-0129-03,ss-ss-0129,7.11,ss
3216,SS: Очки для зрения регулируемые,9260,ss-dm-0032-01,ss-dm-0032,2.47,ss
3217,SS: Боди с длинным рукавом Stella (Уточнить размер),9261,ss-mb-0072-01,ss-mb-0072,3.63,ss
